     ____
    / _  |   Frida 12.6.20 - A world-class dynamic instrumentation toolkit
   | (_| |
    > _  |   Commands:
   /_/ |_|       help      -> Displays the help system
   . . . .       object?   -> Display information about 'object'
   . . . .       exit/quit -> Exit
   . . . .
   . . . .   More info at http://www.frida.re/docs/home/
Spawning `com.cz.babySister`...
Spawned `com.cz.babySister`. Resuming main thread!
[Google AOSP on msm8996::com.cz.babySister]-> message: {'type': 'send', 'payload': 'name:_ZNSt3__113basic_filebufIcNS_11char_traitsIcEEE7seekposENS_4fposI9mbstate_tEEj  address:0x79a08b5374'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__16__treeINS_12__value_typeIPN3art6mirror6ObjectENS2_11Transaction9ObjectLogEEENS_19__map_value_compareIS5_S8_NS_4lessIS5_EELb1EEENS_9allocatorIS8_EEE7destroyEPNS_11__tree_nodeIS8_PvEE  address:0x79a0874568'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art25X86InstructionSetFeatures11FromVariantERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEEPS7_b  address:0x79a08b8598'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEElsEi  address:0x79a048e1f4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art18RuntimeArgumentMap27DumpGCPerformanceOnShutdownE  address:0x79a09e7490'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEElsEj  address:0x79a048873c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art10IsDexMagicEj  address:0x79a0492134'} data: None
message: {'type': 'send', 'payload': 'name:_ZTVN3art8verifier17UninitializedTypeE  address:0x79a09df388'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__114__split_bufferIPN3art15instrumentation25InstrumentationStackFrameENS_9allocatorIS4_EEE9push_backEOS4_  address:0x79a061db8c'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEElsEl  address:0x79a0497c98'} data: None
message: {'type': 'send', 'payload': 'name:artReadBarrierForRootSlow  address:0x79a08d7f28'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEElsEm  address:0x79a04888f0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc9collector9SemiSpace10VisitRootsEPPPNS_6mirror6ObjectEmRKNS_8RootInfoE  address:0x79a05b9c00'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art16WellKnownClasses29java_lang_reflect_ConstructorE  address:0x79a09e7e08'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror5Array24ThrowArrayStoreExceptionENS_6ObjPtrINS0_6ObjectEEE  address:0x79a0759900'} data: None
message: {'type': 'send', 'payload': 'name:artLmod  address:0x79a08d8dc8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN9unix_file6FdFile12ClearContentEv  address:0x79a049c890'} data: None
message: {'type': 'send', 'payload': 'name:_ZN7android4base12StringPrintfEPKcz  address:0x79a092015c'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEElsEt  address:0x79a048d494'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc10accounting22ModUnionTableCardCacheC2ERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEEPNS0_4HeapEPNS0_5space15ContinuousSpaceE  address:0x79a058631c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6Thread21PopStackedShadowFrameENS_22StackedShadowFrameTypeEb  address:0x79a084908c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art13SignalCatcher13WaitForSignalEPNS_6ThreadERNS_9SignalSetE  address:0x79a083e1d8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11interpreter10DoFieldPutILNS_13FindFieldTypeE7ELNS_9Primitive4TypeE1ELb0ELb1EEEbPNS_6ThreadERKNS_11ShadowFrameEPKNS_11InstructionEt  address:0x79a063dcf0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11MemMapArenaD2Ev  address:0x79a048e8a8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11interpreter16UnstartedRuntime31UnstartedClassGetDeclaredMethodEPNS_6ThreadEPNS_11ShadowFrameEPNS_6JValueEm  address:0x79a069e7fc'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art10InlineInfo4DumpEPNS_31VariableIndentationOutputStreamERKNS_8CodeInfoERKNS_10MethodInfoEPt  address:0x79a0845df0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art9ArtMethod15GetNameAsStringEPNS_6ThreadE  address:0x79a0488374'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art7Monitor4WaitEPNS_6ThreadElibNS_11ThreadStateE  address:0x79a077832c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror19MethodHandlesLookup10GetDefaultEPNS_6ThreadE  address:0x79a076d7a0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art18NullPointerHandler6ActionEiP7siginfoPv  address:0x79a090b010'} data: None
message: {'type': 'send', 'payload': 'name:_ZTVN3art32MoveClassTableToPreZygoteVisitorE  address:0x79a09d4b00'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art18ClassLoaderContext22ExtractClassLoaderTypeERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE  address:0x79a050871c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art16OatFileAssistant11OatFileInfo6StatusEv  address:0x79a07b75a0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art16OatFileAssistant23GetRequiredDexChecksumsEv  address:0x79a07b9d2c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc5space16BumpPointerSpace16CreateFromMemMapERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEEPNS_6MemMapE  address:0x79a05e9040'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art8verifier12VerifierDeps19AddMethodResolutionERKNS_7DexFileEjPNS_9ArtMethodE  address:0x79a08a7d2c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11annotations17GetEnclosingClassENS_6HandleINS_6mirror5ClassEEE  address:0x79a054f0c0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror9Reference24java_lang_ref_Reference_E  address:0x79a09e70c8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art25ArmInstructionSetFeatures11FromVariantERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEEPS7_  address:0x79a08b3b68'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11ClassLinker15VisitClassRootsEPNS_11RootVisitorENS_14VisitRootFlagsE  address:0x79a04d7758'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc10accounting9CardTable10kCardCleanE  address:0x79a0965ea0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11Transaction18RecordWriteField64EPNS_6mirror6ObjectENS_12MemberOffsetEmb  address:0x79a0871fbc'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__16__treeINS_12__value_typeIjjEENS_19__map_value_compareIjS2_NS_4lessIjEELb1EEEN3art27ScopedArenaAllocatorAdapterIS2_EEE25__emplace_unique_key_argsIjJRKjSD_EEENS_4pairINS_15__tree_iteratorIS2_PNS_11__tree_nodeIS2_PvEElEEbEERKT_DpOT0_  address:0x79a089344c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art10ThreadPool4WaitEPNS_6ThreadEbb  address:0x79a08693a4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror18EmulatedStackFrame10VisitRootsEPNS_11RootVisitorE  address:0x79a076ad1c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6Thread6NotifyEv  address:0x79a0857e08'} data: None
message: {'type': 'send', 'payload': 'name:artSet16StaticFromCompiledCode  address:0x79a08d7e08'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art3jit12JitCodeCache10ContainsPcEPKv  address:0x79a06d1a30'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11interpreter16DoFilledNewArrayILb1ELb1ELb0EEEbPKNS_11InstructionERKNS_11ShadowFrameEPNS_6ThreadEPNS_6JValueE  address:0x79a064b6ec'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art16OatFileAssistant12MakeUpToDateEbPNS_18ClassLoaderContextEPNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE  address:0x79a07b7974'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art3Dbg13IsJdwpAllowedEv  address:0x79a051bdac'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6Thread16DumpThreadOffsetILNS_11PointerSizeE4EEEvRNSt3__113basic_ostreamIcNS3_11char_traitsIcEEEEj  address:0x79a085b4b0'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art11ElfFileImplI10ElfTypes32E21GetStringSectionStartEj  address:0x79a056873c'} data: None
message: {'type': 'send', 'payload': 'name:_ZTVN3art2gc9collector17ConcurrentCopying38ActivateReadBarrierEntrypointsCallbackE  address:0x79a09d5908'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art4JDWP16JdwpNetStateBase25WriteBufferedPacketLockedERKNSt3__16vectorI5iovecNS2_9allocatorIS4_EEEE  address:0x79a06c0f1c'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art8verifier20ImpreciseConstLoType4DumpEv  address:0x79a0898e3c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art7Barrier4WaitEPNS_6ThreadE  address:0x79a048dd78'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art14ArenaAllocator9BytesUsedEv  address:0x79a048efa0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc4Heap10TrimSpacesEPNS_6ThreadE  address:0x79a05ca9ec'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc10accounting9CardTableC1EPNS_6MemMapEPhm  address:0x79a0583ee4'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art6mirror14PrimitiveArrayIhE7GetDataEv  address:0x79a0756168'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc4Heap13TraceHeapSizeEm  address:0x79a05d7564'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__120__shared_ptr_emplaceIbNS_9allocatorIbEEE16__on_zero_sharedEv  address:0x79a0487b68'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art7Runtime16RecordWriteArrayEPNS_6mirror5ArrayEmm  address:0x79a0836074'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art18ClassLoaderContext5ParseERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEEb  address:0x79a0507b70'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art3Dbg11SuspendSelfEv  address:0x79a052d06c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art18RuntimeArgumentMap18JITWarmupThresholdE  address:0x79a09e75d0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11ClassLinkerC1EPNS_11InternTableE  address:0x79a04ca9bc'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11ClassLinker22WaitForInitializeClassENS_6HandleINS_6mirror5ClassEEEPNS_6ThreadERNS_10ObjectLockIS3_EE  address:0x79a04e8e98'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__16vectorIjNS_9allocatorIjEEE21__push_back_slow_pathIRKjEEvOT_  address:0x79a050d3b0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11annotations22GetAnnotationsForFieldEPNS_8ArtFieldE  address:0x79a054aaf0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art3jit12JitCodeCache9ClearDataEPNS_6ThreadEPhS4_  address:0x79a06d5878'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art8verifierlsERNSt3__113basic_ostreamIcNS1_11char_traitsIcEEEERKNS0_10VerifyModeE  address:0x79a0911bdc'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art29ThrowIllegalArgumentExceptionEPKc  address:0x79a0514024'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__120__shared_ptr_emplaceIN3art25MillisecondsToNanosecondsENS_9allocatorIS2_EEE21__on_zero_shared_weakEv  address:0x79a048e408'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2ti5AgentD1Ev  address:0x79a086b3f0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art8verifier21PcToRegisterLineTableD1Ev  address:0x79a087b2d0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror11Constructor19CreateFromArtMethodILNS_11PointerSizeE8ELb1EEEPS1_PNS_6ThreadEPNS_9ArtMethodE  address:0x79a076c374'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11interpreter16UnstartedRuntime23UnstartedObjectHashCodeEPNS_6ThreadEPNS_11ShadowFrameEPNS_6JValueEm  address:0x79a06a2ea0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11LinearAlloc12AllocAlign16EPNS_6ThreadEm  address:0x79a074921c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art12FaultManager13RemoveHandlerEPNS_12FaultHandlerE  address:0x79a0573020'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art7Monitor8IsLockedEv  address:0x79a077b014'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art7Runtime5StartEv  address:0x79a082eae0'} data: None
message: {'type': 'send', 'payload': 'name:mspace_track_large_chunks  address:0x79a0495d88'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art3jit12JitCodeCache16AddProfilingInfoEPNS_6ThreadEPNS_9ArtMethodERKNSt3__16vectorIjNS6_9allocatorIjEEEEb  address:0x79a06d7654'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art7OatFile12OpenWritableEPN9unix_file6FdFileERKNSt3__112basic_stringIcNS4_11char_traitsIcEENS4_9allocatorIcEEEEPKcPSA_  address:0x79a07b1e3c'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__120__shared_ptr_emplaceIN3art6MemoryILm1024EEENS_9allocatorIS3_EEE21__on_zero_shared_weakEv  address:0x79a048e408'} data: None
message: {'type': 'send', 'payload': 'name:MterpThreadFenceForConstructor  address:0x79a08ea154'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11interpreter10DoFieldGetILNS_13FindFieldTypeE6ELNS_9Primitive4TypeE5ELb1EEEbPNS_6ThreadERNS_11ShadowFrameEPKNS_11InstructionEt  address:0x79a0633938'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror14PrimitiveArrayIdE16GetWithoutChecksEi  address:0x79a075748c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror14PrimitiveArrayIlE7GetDataEv  address:0x79a0757448'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__112__hash_tableINS_17__hash_value_typeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEPFvPN3art6ThreadEPNS8_9ArtMethodEPNS8_6mirror6ObjectEPjPNS8_6JValueEEEENS_22__unordered_map_hasherIS7_SL_NS_4hashIS7_EELb1EEENS_21__unordered_map_equalIS7_SL_NS_8equal_toIS7_EELb1EEENS5_ISL_EEE8__rehashEm  address:0x79a06ac218'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art4JDWP9JdwpState11IsConnectedEv  address:0x79a06c0f78'} data: None
message: {'type': 'send', 'payload': 'name:MterpInvokeSuperRange  address:0x79a08e8510'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror10MethodType13IsConvertibleEPS1_  address:0x79a076dc60'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art13ObjectTryLockINS_6mirror5ClassEEC1EPNS_6ThreadENS_6HandleIS2_EE  address:0x79a07c3714'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art11ElfFileImplI10ElfTypes32E17FindDynamicByTypeEi  address:0x79a0568d08'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art8verifier14MethodVerifier21DetermineCat1ConstantEib  address:0x79a088883c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11Transaction15InternStringLog10VisitRootsEPNS_11RootVisitorE  address:0x79a0873f10'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc9allocator8RosAlloc10numOfPagesE  address:0x79a09e5ae0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc5space21MemoryToolMallocSpaceINS1_13RosAllocSpaceELm8ELb0ELb1EE17AllocThreadUnsafeEPNS_6ThreadEmPmS7_S7_  address:0x79a0602b6c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11interpreter17ExecuteSwitchImplILb0ELb1EEENS_6JValueEPNS_6ThreadEPKNS_7DexFile8CodeItemERNS_11ShadowFrameES2_b  address:0x79a068cc04'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6Thread42InternalStackTraceToStackTraceElementArrayERKNS_33ScopedObjectAccessAlreadyRunnableEP8_jobjectP13_jobjectArrayPi  address:0x79a0857f6c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art9JNIEnvExt20LocalRefCookieOffsetEm  address:0x79a06c99a4'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art2gc5space19LargeObjectMapSpace17GetBeginEndAtomicEv  address:0x79a05fa5e8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror6String11ToCharArrayEPNS_6ThreadE  address:0x79a0773798'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror18EmulatedStackFrame28CreateFromShadowFrameAndArgsILb0EEEPS1_PNS_6ThreadENS_6HandleINS0_10MethodTypeEEES8_RKNS_11ShadowFrameEjRA5_Kj  address:0x79a0768d64'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art10ClassTable13WriteToMemoryEPh  address:0x79a05110d4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror14PrimitiveArrayItE15ResetArrayClassEv  address:0x79a0757140'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art18RuntimeArgumentMap30ForegroundHeapGrowthMultiplierE  address:0x79a09e7390'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art16ScopedSuspendAllC1EPKcb  address:0x79a0867690'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc5spacelsERNSt3__113basic_ostreamIcNS2_11char_traitsIcEEEERKNS1_17GcRetentionPolicyE  address:0x79a090f9f0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art3Dbg13GetSourceFileEmPNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE  address:0x79a0520308'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art20CheckReferenceResultENS_6HandleINS_6mirror6ObjectEEEPNS_6ThreadE  address:0x79a08b9b60'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art3Dbg29method_enter_event_ref_count_E  address:0x79a09e5888'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__112__deque_baseIPN3art4TaskENS_9allocatorIS3_EEED2Ev  address:0x79a04f6b50'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc4Heap26RequestCollectorTransitionENS0_13CollectorTypeEm  address:0x79a05c50f0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art15ContainsElementINSt3__13setINS1_12basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEENS1_4lessIS8_EENS6_IS8_EEEES8_EEbRKT_RKT0_m  address:0x79a050db70'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11interpreter16UnstartedRuntime21UnstartedMethodInvokeEPNS_6ThreadEPNS_11ShadowFrameEPNS_6JValueEm  address:0x79a06a43c8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc9allocator8RosAlloc9DumpStatsERNSt3__113basic_ostreamIcNS3_11char_traitsIcEEEE  address:0x79a0581880'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art2gc10accounting17MemoryRangeBitmapILm1024EE16BitIndexFromAddrEm  address:0x79a05833b0'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art2gc9collector9MarkSweep14GetThreadCountEb  address:0x79a05b00ec'} data: None
message: {'type': 'send', 'payload': 'name:_ZThn56_N3art2gc5space13FreeListSpaceD1Ev  address:0x79a05f95ac'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art4JDWP7Request7Read2BEEv  address:0x79a06c42c0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art18RuntimeArgumentMap7UseTLABE  address:0x79a09e7510'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6Thread18ThreadExitCallbackEPv  address:0x79a0853890'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art2gc12Verification17LogHeapCorruptionENS_6ObjPtrINS_6mirror6ObjectEEENS_12MemberOffsetEPS4_b  address:0x79a06060cc'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6Thread31kStackOverflowImplicitCheckSizeE  address:0x79a09e7c88'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art4JDWP7Request14ReadUtf8StringEv  address:0x79a06c3f74'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art16WellKnownClasses23java_lang_reflect_FieldE  address:0x79a09e7e18'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art12MemoryRegion9StoreBitsEmjm  address:0x79a074f1e4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art5Locks18intern_table_lock_E  address:0x79a09e5708'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc9allocator8RosAllocD2Ev  address:0x79a0579dbc'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc5space13RosAllocSpace8FreeListEPNS_6ThreadEmPPNS_6mirror6ObjectE  address:0x79a0601058'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__112__hash_tableINS_17__hash_value_typeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEPFvPN3art6ThreadEPNS8_11ShadowFrameEPNS8_6JValueEmEEENS_22__unordered_map_hasherIS7_SH_NS_4hashIS7_EELb1EEENS_21__unordered_map_equalIS7_SH_NS_8equal_toIS7_EELb1EEENS5_ISH_EEE8__rehashEm  address:0x79a06ab9c4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art16WellKnownClasses17java_lang_DaemonsE  address:0x79a09e7dd0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11Transaction16ResolveStringLogC1ENS_6ObjPtrINS_6mirror8DexCacheEEENS_3dex11StringIndexE  address:0x79a0874370'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art7OatFile33ResolveRelativeEncodedDexLocationEPKcRKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE  address:0x79a07b07a4'} data: None
